CS101.1x,128,"2015-01-26 11:24:19",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,129,"2015-01-26 11:25:12",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,130,"2015-01-26 11:28:02",enrollment,edx.course.enrollment.activated,255,honor
ME209x,130,"2015-01-26 11:28:20",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,131,"2015-01-26 11:28:03",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,131,"2015-01-26 11:30:19",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,133,"2015-01-26 11:37:33",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,133,"2015-01-26 11:40:33",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,135,"2015-01-26 11:38:52",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,137,"2015-01-26 11:37:22",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,137,"2015-02-07 16:40:12",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,138,"2015-01-26 11:40:36",enrollment,edx.course.enrollment.activated,255,honor
ME209x,138,"2015-01-26 11:54:52",enrollment,edx.course.enrollment.activated,255,honor
ME209x,139,"2015-01-26 11:40:37",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,140,"2015-01-26 11:41:25",enrollment,edx.course.enrollment.activated,255,honor
ME209x,141,"2015-01-26 11:41:52",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,141,"2015-02-05 13:24:32",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,142,"2015-01-26 11:44:03",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,142,"2015-01-26 12:13:38",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,143,"2015-01-26 11:47:25",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,144,"2015-01-26 11:52:37",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,144,"2015-01-29 03:10:05",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,144,"2015-01-29 04:07:43",enrollment,edx.course.enrollment.activated,255,honor
ME209x,144,"2015-01-29 04:09:21",enrollment,edx.course.enrollment.activated,255,honor
WCS101.1x,144,"2015-02-02 06:01:50",enrollment,edx.course.enrollment.activated,255,honor
WEE210.1x,144,"2015-02-02 06:26:29",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,147,"2015-01-31 15:47:06",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,147,"2015-01-31 15:54:30",enrollment,edx.course.enrollment.activated,255,honor
ME209x,147,"2015-01-31 16:11:49",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,148,"2015-01-26 12:01:53",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,148,"2015-01-26 12:50:34",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,149,"2015-01-26 12:36:49",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,150,"2015-01-26 12:12:41",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,150,"2015-02-05 08:48:27",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,151,"2015-01-26 12:16:46",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,152,"2015-01-26 12:22:07",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,153,"2015-01-26 12:33:12",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,154,"2015-01-26 15:17:56",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,155,"2015-01-26 12:34:09",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,155,"2015-01-27 08:15:25",enrollment,edx.course.enrollment.activated,255,honor
ME209x,155,"2015-02-16 17:41:54",enrollment,edx.course.enrollment.activated,255,honor
ME209x,155,"2015-02-19 11:50:53",enrollment,edx.course.enrollment.deactivated,256,honor
IITBombayX,158,"2015-01-26 12:51:27",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,158,"2015-01-26 13:42:14",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,162,"2015-01-26 12:47:30",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,163,"2015-01-26 12:48:19",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,163,"2015-02-07 04:00:41",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,164,"2015-01-26 12:49:28",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,164,"2015-02-05 12:58:28",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,165,"2015-02-06 06:10:25",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,167,"2015-01-26 13:00:28",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,168,"2015-01-26 13:01:23",enrollment,edx.course.enrollment.activated,255,honor
ME209x,168,"2015-02-05 04:16:49",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,168,"2015-02-05 04:17:31",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,171,"2015-02-03 18:18:53",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,173,"2015-01-26 13:32:04",enrollment,edx.course.enrollment.activated,255,honor
ME209x,174,"2015-01-26 13:45:40",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,174,"2015-02-05 18:22:19",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,175,"2015-01-26 13:31:53",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,175,"2015-01-26 13:58:46",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,176,"2015-01-26 13:39:32",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,176,"2015-01-26 13:39:48",enrollment,edx.course.enrollment.deactivated,256,honor
CS101.1x,176,"2015-01-26 13:40:03",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,179,"2015-01-26 13:53:03",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,180,"2015-01-26 14:04:47",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,181,"2015-01-26 14:01:37",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,181,"2015-02-05 15:40:10",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,185,"2015-01-26 14:13:58",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,185,"2015-01-26 14:14:29",enrollment,edx.course.enrollment.deactivated,256,honor
CS101.1x,185,"2015-02-08 05:30:16",enrollment,edx.course.enrollment.activated,255,honor
ME209x,186,"2015-01-26 14:26:25",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,187,"2015-01-26 14:15:31",enrollment,edx.course.enrollment.activated,255,honor
ME209x,188,"2015-01-26 14:16:23",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,191,"2015-01-26 14:27:20",enrollment,edx.course.enrollment.activated,255,honor
ME209x,192,"2015-01-26 14:29:27",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,192,"2015-01-26 14:32:28",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,193,"2015-01-26 14:29:43",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,193,"2015-01-26 14:55:09",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,195,"2015-01-26 14:52:58",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,195,"2015-01-29 13:31:47",enrollment,edx.course.enrollment.activated,255,honor
ME209x,195,"2015-01-29 13:34:04",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,196,"2015-01-26 14:50:51",enrollment,edx.course.enrollment.activated,255,honor
ME209x,197,"2015-01-26 15:14:43",enrollment,edx.course.enrollment.activated,255,honor
ME209x,197,"2015-01-26 15:15:39",enrollment,edx.course.enrollment.deactivated,256,honor
ME209x,197,"2015-01-26 15:16:00",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,198,"2015-01-26 14:59:20",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,205,"2015-01-26 15:12:15",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,206,"2015-01-26 15:11:53",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,208,"2015-01-26 15:16:52",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,209,"2015-01-26 15:17:09",enrollment,edx.course.enrollment.activated,255,honor
ME209x,210,"2015-01-26 15:17:15",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,213,"2015-01-26 15:29:59",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,214,"2015-01-26 15:39:15",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,215,"2015-01-26 15:36:25",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,216,"2015-02-07 09:17:42",enrollment,edx.course.enrollment.activated,255,honor
ME209x,218,"2015-01-26 16:08:32",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,219,"2015-01-26 16:12:19",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,220,"2015-01-26 16:10:27",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,221,"2015-01-26 16:17:56",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,225,"2015-01-26 16:20:24",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,225,"2015-01-26 16:29:29",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,225,"2015-02-06 17:24:49",enrollment,edx.course.enrollment.activated,255,honor
ME209x,228,"2015-01-26 16:24:39",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,228,"2015-01-26 16:39:47",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,229,"2015-02-03 11:56:38",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,230,"2015-01-26 16:39:42",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,230,"2015-02-05 19:27:22",enrollment,edx.course.enrollment.activated,255,honor
ME209x,232,"2015-01-26 16:49:24",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,233,"2015-01-27 08:44:26",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,235,"2015-01-26 16:51:27",enrollment,edx.course.enrollment.activated,255,honor
WEE210.1x,237,"2015-01-26 16:56:50",enrollment,edx.course.enrollment.activated,255,honor
WME209x,237,"2015-01-26 16:57:13",enrollment,edx.course.enrollment.activated,255,honor
ME209x,237,"2015-02-05 11:14:23",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,239,"2015-01-26 16:56:54",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,242,"2015-02-10 05:32:09",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,243,"2015-02-09 06:33:16",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,244,"2015-02-04 05:19:19",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,245,"2015-01-26 17:14:17",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,247,"2015-02-06 15:41:22",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,247,"2015-02-06 15:56:57",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,248,"2015-01-26 17:28:35",enrollment,edx.course.enrollment.activated,255,honor
ME209x,248,"2015-01-30 12:08:14",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,250,"2015-01-26 17:55:59",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,250,"2015-01-26 17:57:08",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,251,"2015-01-26 17:46:33",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,258,"2015-01-26 17:58:59",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,259,"2015-01-26 18:01:56",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,260,"2015-01-26 18:08:24",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,262,"2015-01-26 18:23:31",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,264,"2015-01-26 18:36:09",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,264,"2015-01-26 18:38:55",enrollment,edx.course.enrollment.activated,255,honor
ME209x,265,"2015-01-26 18:37:02",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,266,"2015-01-26 18:50:07",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,266,"2015-01-28 09:59:12",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,267,"2015-01-26 18:44:39",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,268,"2015-01-26 18:48:59",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,269,"2015-01-26 19:10:26",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,269,"2015-01-28 14:57:02",enrollment,edx.course.enrollment.activated,255,honor
ME209x,269,"2015-02-07 02:48:45",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,270,"2015-01-26 19:42:59",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,270,"2015-01-26 19:43:33",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,273,"2015-01-26 19:59:00",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,274,"2015-01-26 20:37:59",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,274,"2015-01-26 20:40:04",enrollment,edx.course.enrollment.activated,255,honor
ME209x,274,"2015-01-26 20:40:14",enrollment,edx.course.enrollment.activated,255,honor
ME209x,275,"2015-01-27 00:14:38",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,276,"2015-01-27 00:54:50",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,281,"2015-01-28 12:06:45",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,281,"2015-01-28 12:10:03",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,283,"2015-01-27 02:29:12",enrollment,edx.course.enrollment.activated,255,honor
ME209x,285,"2015-01-27 02:55:25",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,285,"2015-01-27 13:20:58",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,286,"2015-02-05 14:58:37",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,287,"2015-01-27 03:06:39",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,287,"2015-01-27 03:06:52",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,287,"2015-01-28 05:45:45",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,287,"2015-01-28 06:10:48",enrollment,edx.course.enrollment.deactivated,256,honor
EE210.1x,289,"2015-01-27 03:50:13",enrollment,edx.course.enrollment.activated,255,honor
ME209x,290,"2015-01-27 04:01:21",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,290,"2015-01-27 04:01:39",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,290,"2015-02-13 11:04:04",enrollment,edx.course.enrollment.deactivated,256,honor
IITBombayX,291,"2015-01-27 04:09:00",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,292,"2015-01-27 04:17:58",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,292,"2015-02-06 03:12:42",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,293,"2015-01-27 04:31:11",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,295,"2015-01-27 05:01:52",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,295,"2015-01-27 05:03:12",enrollment,edx.course.enrollment.activated,255,honor
IITBombayX,295,"2015-01-27 05:04:21",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,300,"2015-01-27 05:07:43",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,300,"2015-01-27 05:07:59",enrollment,edx.course.enrollment.activated,255,honor
EE210.1x,301,"2015-01-27 05:07:25",enrollment,edx.course.enrollment.activated,255,honor
CS101.1x,302,"2015-01-27 05:12:20",enrollment,edx.course.enrollment.activated,255,honor
